TestCase,Program,PollyOpt,Parameter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Average
Reverse	copy_reduced_dealloc C code	vector	1000000000	3312553580	3307671468	3325444005	3311519052	3346856923	3319796550	3325663168	3324040780	3309552676	3362185195
Reverse	copy_reduced_dealloc C code	vector	10000000000
MergeSort	naive C code	gcc	1000	14802918	6395021	7203196	7179624	7405863	7094427	8115461	8088990	7726832	8030654
MergeSort	naive C code	gcc	10000	15650198	13140195	12938755	11958007	17904888	16136803	13488104	16701889	16632707	16503306
MergeSort	naive C code	gcc	100000	82304751	82195690	80496563	81044322	83364061	81927287	78863325	81998151	81167828	81762564
MergeSort	naive C code	gcc	1000000	827886296	801311978	784001861	788037601	789180559	782905978	794789945	776348857	791522100	785288403
MergeSort	naive C code	gcc	10000000	121714364451	100746491976	112891509403	104295100915	120409196483	108221141287	118054666168			
MergeSort	naive C code	gcc	100000000
MergeSort	naive C code	gcc	1000000000
MergeSort	naive C code	polly	1000	6769912	6383485	7926010	7667720	8005252	7484034	6755115	6915342	7089426	7820396
MergeSort	naive C code	polly	10000	16569532	12051339	12124330	15663364	14024985	16638609	17579124	16711525	17206870	17780929
MergeSort	naive C code	polly	100000	77146463	79403826	83037307	82780099	79650754	77855643	76437802	82319631	78842309	81020758
MergeSort	naive C code	polly	1000000	784154572	778649146	781879754	789984036	792253914	793594583	801185614	775329755	789355271	793590026
MergeSort	naive C code	polly	10000000	3756660638	3758036551	3754575223	3760671350	3749041120	3754359243	3754447331	3774948129	3759212070	3748885551
MergeSort	naive C code	polly	100000000
MergeSort	naive C code	polly	1000000000
MergeSort	naive C code	openmp	1000	7459470	7442812	7597968	7359547	7185140	8405631	8353901	7469748	7387783	7479694
MergeSort	naive C code	openmp	10000	16318021	13088418	17642918	15639291	15323602	15903385	12129709	16603527	15530850	14012757
MergeSort	naive C code	openmp	100000	87858178	81449640	80338388	78917963	80001161	78024690	81965055	85432946	81218115	83165770
MergeSort	naive C code	openmp	1000000	814929858	793344257	787053822	790396575	807816279	794395382	782157688	809956195	789082569	798812418
MergeSort	naive C code	openmp	10000000	3780250920	3771798125	3775452874	3761438237	3767005235	3767064914	3778068137	3773483015	3765500444	3770403725
MergeSort	naive C code	openmp	100000000
MergeSort	naive C code	openmp	1000000000
MergeSort	naive C code	vector	1000	6567726	7041219	6953824	7186665	7946501	8197560	7829101	7386269	7391610	7702119
MergeSort	naive C code	vector	10000	16333528	17773280	16836634	16539831	16729615	16050698	13351566	16445041	15911523	16439890
MergeSort	naive C code	vector	100000	83347523	80741781	82774155	83337723	78618340	81502661	75754053	78238736	77547643	78578060
MergeSort	naive C code	vector	1000000	793991457	783430950	794984068	801854988	788990163	801453126	826059874	810480714	792301825	790856897
MergeSort	naive C code	vector	10000000	3787094372	3749647826	3752873404	3755970048	3754446199	3756253488	3756858501	3753760889	3754736739	3764181631
MergeSort	naive C code	vector	100000000
MergeSort	naive C code	vector	1000000000
MergeSort	naive_dealloc C code	gcc	1000	5990985	6075760	6147242	7831740	6828607	7147064	7120254	7620265	6942295	6739884
MergeSort	naive_dealloc C code	gcc	10000	15152203	15485451	14410966	16609048	16323122	14913909	11125112	14975123	15764101	13567091
MergeSort	naive_dealloc C code	gcc	100000	64037218	65773778	69794243	59568005	60235452	63872256	63457427	64438668	64904513	65841670
MergeSort	naive_dealloc C code	gcc	1000000	594579762	594548215	607257512	682382153	600358979	604615436	603703926	615404475	613282146	582284808
MergeSort	naive_dealloc C code	gcc	10000000	2986527431	2975531135	2968037402	2979326933	2967686567	2974868965	2981910459	2968836834	2972802566	2974714548
MergeSort	naive_dealloc C code	gcc	100000000
MergeSort	naive_dealloc C code	gcc	1000000000
MergeSort	naive_dealloc C code	polly	1000	6753519	6827398	7244687	7157700	6800864	7154729	7282009	7747901	6772916	7659640
MergeSort	naive_dealloc C code	polly	10000	17145505	15340473	13301591	14134841	14592967	13547073	15119321	14754710	15324067	15256101
MergeSort	naive_dealloc C code	polly	100000	64029370	65973395	68750507	63233647	66090525	62879023	66247088	65095266	64609954	61003460
MergeSort	naive_dealloc C code	polly	1000000	617321729	623265324	603932085	617591684	603316307	604412678	602781516	619475743	615428093	620463560
MergeSort	naive_dealloc C code	polly	10000000	3035064782	3028665413	3027497496	3025628670	3034433169	3037392817	3031863993	3032690499	3034047597	3032114262
MergeSort	naive_dealloc C code	polly	100000000
MergeSort	naive_dealloc C code	polly	1000000000
MergeSort	naive_dealloc C code	openmp	1000	7155737	7472930	7013232	7370589	8074523	7453252	7467162	7759723	8217237	7350778
MergeSort	naive_dealloc C code	openmp	10000	15164006	16425538	15439920	11869610	15663007	15330051	15209343	15023493	11685759	11358142
MergeSort	naive_dealloc C code	openmp	100000	64776267	69855258	66940392	67368852	69065014	64235592	67731167	66630318	70818021	68135593
MergeSort	naive_dealloc C code	openmp	1000000	599217148	609930984	595373291	607853397	619427745	614478721	612167425	629890136	613038532	615890489
MergeSort	naive_dealloc C code	openmp	10000000	3036101067	3028626530	3027015145	3034019997	3015307448	3025739965	3022185411	3024219575	3034425793	3021606816
MergeSort	naive_dealloc C code	openmp	100000000
MergeSort	naive_dealloc C code	openmp	1000000000
MergeSort	naive_dealloc C code	vector	1000	7055233	6385722	6813595	7169630	7966258	7744425	7458377	7415449	7749842	7160774
MergeSort	naive_dealloc C code	vector	10000	15814241	14943294	17825757	16489889	17520934	10922468	11077371	11794307	15526571	12782796
MergeSort	naive_dealloc C code	vector	100000	66574466	67002095	62596840	67438637	69797716	66077492	66510256	64070916	66751701	67503408
MergeSort	naive_dealloc C code	vector	1000000	635818533	624537879	628263389	625815761	625363116	601006779	612425008	600190322	618446347	602031063
MergeSort	naive_dealloc C code	vector	10000000	3046821474	3040033205	3055745556	3023578905	3032220098	3054197609	3048472168	3037171354	3036893256	3040391778
MergeSort	naive_dealloc C code	vector	100000000
